rowID,stamp,datetime,hum
999,1497825202, 2017/6/18 22:33:22,61.50
1999,1497825203, 2017/6/18 22:33:23,61.50
2999,1497825204, 2017/6/18 22:33:24,61.50
3999,1497825205, 2017/6/18 22:33:25,61.50
4999,1497825206, 2017/6/18 22:33:26,61.40
5999,1497825207, 2017/6/18 22:33:27,61.40
6999,1497825208, 2017/6/18 22:33:28,61.40
8000,1497825209, 2017/6/18 22:33:29,61.40
8999,1497825210, 2017/6/18 22:33:30,61.40
9999,1497825211, 2017/6/18 22:33:31,61.40
10998,1497825212, 2017/6/18 22:33:32,61.40
11999,1497825213, 2017/6/18 22:33:33,61.40
12999,1497825214, 2017/6/18 22:33:34,61.40
14000,1497825215, 2017/6/18 22:33:35,61.40
14999,1497825216, 2017/6/18 22:33:36,61.40
16000,1497825217, 2017/6/18 22:33:37,61.40
16999,1497825218, 2017/6/18 22:33:38,61.50
17999,1497825219, 2017/6/18 22:33:39,61.50
19000,1497825220, 2017/6/18 22:33:40,61.50
19999,1497825221, 2017/6/18 22:33:41,61.50
20999,1497825222, 2017/6/18 22:33:42,61.60
21999,1497825223, 2017/6/18 22:33:43,61.60
23000,1497825224, 2017/6/18 22:33:44,61.60
23999,1497825225, 2017/6/18 22:33:45,61.60
24998,1497825226, 2017/6/18 22:33:46,61.60
25999,1497825227, 2017/6/18 22:33:47,61.60
26999,1497825228, 2017/6/18 22:33:48,61.80
27999,1497825229, 2017/6/18 22:33:49,61.80
28999,1497825230, 2017/6/18 22:33:50,61.70
29999,1497825231, 2017/6/18 22:33:51,61.70
30999,1497825232, 2017/6/18 22:33:52,62.60
32000,1497825233, 2017/6/18 22:33:53,62.60
32999,1497825234, 2017/6/18 22:33:54,63.50
33999,1497825235, 2017/6/18 22:33:55,63.50
35000,1497825236, 2017/6/18 22:33:56,63.50
35999,1497825237, 2017/6/18 22:33:57,62.90
36999,1497825238, 2017/6/18 22:33:58,62.90
37999,1497825239, 2017/6/18 22:33:59,62.40
38999,1497825240, 2017/6/18 22:34:0,62.40
39999,1497825241, 2017/6/18 22:34:1,62.30
41000,1497825242, 2017/6/18 22:34:2,62.30
42000,1497825243, 2017/6/18 22:34:3,62.30
42999,1497825244, 2017/6/18 22:34:4,62.10
43999,1497825245, 2017/6/18 22:34:5,62.10
44999,1497825246, 2017/6/18 22:34:6,62.00
46000,1497825247, 2017/6/18 22:34:7,62.00
46999,1497825248, 2017/6/18 22:34:8,62.00
48000,1497825249, 2017/6/18 22:34:9,61.90
49000,1497825250, 2017/6/18 22:34:10,61.90
49998,1497825251, 2017/6/18 22:34:11,61.90
50999,1497825252, 2017/6/18 22:34:12,61.90
51999,1497825253, 2017/6/18 22:34:13,61.90
52999,1497825254, 2017/6/18 22:34:14,61.90
53999,1497825255, 2017/6/18 22:34:15,61.90
54999,1497825256, 2017/6/18 22:34:16,61.90
56000,1497825257, 2017/6/18 22:34:17,62.00
56998,1497825258, 2017/6/18 22:34:18,62.00
57999,1497825259, 2017/6/18 22:34:19,62.00
58999,1497825260, 2017/6/18 22:34:20,61.90
59999,1497825261, 2017/6/18 22:34:21,61.90
60999,1497825262, 2017/6/18 22:34:22,61.90
61999,1497825263, 2017/6/18 22:34:23,61.90
62999,1497825264, 2017/6/18 22:34:24,61.90
64000,1497825265, 2017/6/18 22:34:25,62.00
64999,1497825266, 2017/6/18 22:34:26,62.00
65999,1497825267, 2017/6/18 22:34:27,62.00
66999,1497825268, 2017/6/18 22:34:28,62.00
67998,1497825269, 2017/6/18 22:34:29,62.10
68999,1497825270, 2017/6/18 22:34:30,62.10
69998,1497825271, 2017/6/18 22:34:31,62.10
